label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
0,0.05569171905517578,0.2885463833808899,0.11737817525863647,0.2541104555130005,0.15439993143081665,0.1533438265323639,0.16165852546691895,0.06387609243392944,0.16610795259475708,0.0,0.12166136503219604,0.0789291262626648,0.12269103527069092,0.017145514488220215,0.1220787763595581,0.08150991797447205,0.1188284158706665,0.13060009479522705,0.08026382327079773,0.07349520921707153,0.0859203040599823,0.01366850733757019,0.09064805507659912,0.08993437886238098,0.09052348136901855,0.132948100566864,0.04073458909988403,0.07999175786972046,0.04026949405670166,0.012281954288482666,0.05046188831329346,0.07983416318893433,0.05297088623046875,0.126376211643219,0.0,0.09568670392036438,0.0015948712825775146,0.03310495615005493,0.015321969985961914,0.07616928219795227,0.02087220549583435,0.11319199204444885
0,0.04959839582443237,0.2967933714389801,0.11667829751968384,0.2552510201931,0.1560996174812317,0.15926134586334229,0.16458886861801147,0.06772691011428833,0.16564226150512695,0.0,0.1202360987663269,0.08174324035644531,0.1247897744178772,0.0165330171585083,0.1265718936920166,0.08147668838500977,0.12005472183227539,0.13274163007736206,0.08103534579277039,0.0749487578868866,0.08719739317893982,0.012207120656967163,0.09214377403259277,0.08934006094932556,0.08872345089912415,0.13269904255867004,0.041926056146621704,0.07827025651931763,0.042921602725982666,0.012120097875595093,0.05276337265968323,0.08028337359428406,0.05211314558982849,0.12574779987335205,0.0,0.0903114378452301,0.0025483369827270508,0.027914732694625854,0.01534321904182434,0.072519451379776,0.018652915954589844,0.11074426770210266
0,0.04772260785102844,0.3052002191543579,0.11756706237792969,0.2580559253692627,0.1568610668182373,0.16058984398841858,0.16475951671600342,0.06827136874198914,0.16628515720367432,0.0,0.1238744854927063,0.08443295955657959,0.1276114583015442,0.018730521202087402,0.1280258297920227,0.08597958087921143,0.12389695644378662,0.1361178457736969,0.08350062370300293,0.07789939641952515,0.09006914496421814,0.014084339141845703,0.09229987859725952,0.09247159957885742,0.08949854969978333,0.13478592038154602,0.04293474555015564,0.0817396342754364,0.045202046632766724,0.013400018215179443,0.05284532904624939,0.08342266082763672,0.05268022418022156,0.1285746991634369,0.0,0.09467196464538574,0.004087686538696289,0.031039267778396606,0.015400707721710205,0.07709485292434692,0.01848927140235901,0.11573562026023865
0,0.05070978403091431,0.30840355157852173,0.12023919820785522,0.2563731074333191,0.1582924723625183,0.15930518507957458,0.16574585437774658,0.06758522987365723,0.16639304161071777,0.0,0.12439125776290894,0.08271944522857666,0.12743228673934937,0.01696491241455078,0.12893891334533691,0.0853639543056488,0.12475168704986572,0.1340714693069458,0.08358463644981384,0.07719844579696655,0.08963882923126221,0.012315690517425537,0.09365206956863403,0.09188574552536011,0.09092271327972412,0.13357698917388916,0.04280415177345276,0.08264690637588501,0.04313260316848755,0.011699378490447998,0.05311885476112366,0.08172017335891724,0.054108113050460815,0.12741899490356445,0.0,0.09762498736381531,0.001618713140487671,0.032160162925720215,0.015041887760162354,0.07724609971046448,0.019950836896896362,0.11531272530555725
0,0.05127763748168945,0.3137965202331543,0.12105819582939148,0.26049673557281494,0.15968158841133118,0.16118773818016052,0.16671642661094666,0.06826871633529663,0.16596677899360657,0.0,0.12496450543403625,0.08481636643409729,0.12857922911643982,0.019344091415405273,0.12877985835075378,0.08854842185974121,0.12393012642860413,0.137954980134964,0.08384165167808533,0.07947903871536255,0.09033805131912231,0.014646083116531372,0.09287291765213013,0.09446969628334045,0.08980685472488403,0.13832136988639832,0.04284095764160156,0.08530732989311218,0.043854862451553345,0.014818817377090454,0.05283305048942566,0.08571988344192505,0.05391043424606323,0.132632315158844,0.0,0.10113176703453064,0.002986401319503784,0.03588476777076721,0.01546505093574524,0.08228719234466553,0.019935518503189087,0.12151694297790527
0,0.049995243549346924,0.313507080078125,0.12055519223213196,0.26050227880477905,0.15903207659721375,0.16177654266357422,0.16546902060508728,0.0687207579612732,0.16554364562034607,0.0,0.12506422400474548,0.08389744162559509,0.1279415786266327,0.01824575662612915,0.12941601872444153,0.08666789531707764,0.12565597891807556,0.13539168238639832,0.08385810256004333,0.07792755961418152,0.0895739197731018,0.013214826583862305,0.09317651391029358,0.09371179342269897,0.0910085141658783,0.13681194186210632,0.04294031858444214,0.08311507105827332,0.04288959503173828,0.012847840785980225,0.052550822496414185,0.08426430821418762,0.05445370078086853,0.1305731236934662,0.0,0.0980902910232544,0.0020560622215270996,0.033353328704833984,0.014604419469833374,0.07993650436401367,0.019671529531478882,0.1187523603439331
0,0.04968944191932678,0.317852258682251,0.12208658456802368,0.2660190463066101,0.16123676300048828,0.16467508673667908,0.16726195812225342,0.06960150599479675,0.16599857807159424,0.0,0.12998569011688232,0.08741316199302673,0.1304580569267273,0.01995021104812622,0.1307399868965149,0.09125286340713501,0.127541184425354,0.14224910736083984,0.08702397346496582,0.08160516619682312,0.09142035245895386,0.01640757918357849,0.09467911720275879,0.09719327092170715,0.09311816096305847,0.14263784885406494,0.04439029097557068,0.08686047792434692,0.043153226375579834,0.01697593927383423,0.05289265513420105,0.09011369943618774,0.05551403760910034,0.13879185914993286,0.0,0.10127392411231995,0.0024448633193969727,0.03559353947639465,0.014904201030731201,0.08464282751083374,0.019965767860412598,0.12597370147705078
0,0.05381804704666138,0.3214263916015625,0.12526360154151917,0.2670847177505493,0.16506314277648926,0.16498389840126038,0.17174673080444336,0.07017108798027039,0.16921985149383545,0.0,0.13015690445899963,0.08783316612243652,0.13165172934532166,0.017754554748535156,0.13226628303527832,0.08794164657592773,0.129004567861557,0.1398325264453888,0.08699953556060791,0.08260822296142578,0.09156247973442078,0.015820443630218506,0.09500914812088013,0.09572821855545044,0.09350124001502991,0.1413668990135193,0.044281005859375,0.0882730782032013,0.043312251567840576,0.015914231538772583,0.05300232768058777,0.08691796660423279,0.055484771728515625,0.13535839319229126,0.0,0.10356199741363525,0.0019118785858154297,0.03544801473617554,0.014721691608428955,0.0823507010936737,0.020236462354660034,0.12335604429244995
0,0.0544663667678833,0.32738348841667175,0.12658900022506714,0.27195581793785095,0.16584178805351257,0.167851060628891,0.17188528180122375,0.07100352644920349,0.17018857598304749,0.0,0.1303129494190216,0.08861833810806274,0.13326618075370789,0.020965903997421265,0.1340605914592743,0.09327933192253113,0.12959787249565125,0.14454513788223267,0.08727318048477173,0.08313032984733582,0.09335863590240479,0.016219884157180786,0.09679001569747925,0.09898877143859863,0.09402516484260559,0.14366978406906128,0.044575661420822144,0.08901748061180115,0.04559186100959778,0.017115682363510132,0.05511322617530823,0.09123027324676514,0.055899977684020996,0.13901257514953613,0.0,0.10494008660316467,0.003427058458328247,0.03646653890609741,0.016009420156478882,0.08503630757331848,0.01978781819343567,0.12557947635650635
0,0.05423840880393982,0.3296951651573181,0.12683400511741638,0.2727178931236267,0.16619211435317993,0.16920149326324463,0.17300522327423096,0.07159948348999023,0.17119759321212769,0.0,0.12883946299552917,0.09017664194107056,0.13204419612884521,0.021302253007888794,0.13379129767417908,0.09369170665740967,0.1290760338306427,0.14457634091377258,0.08640417456626892,0.08454909920692444,0.092559814453125,0.016739457845687866,0.09688141942024231,0.10034063458442688,0.09376707673072815,0.14437073469161987,0.04416394233703613,0.09027808904647827,0.044759541749954224,0.01641058921813965,0.055265337228775024,0.09090125560760498,0.056130170822143555,0.13951829075813293,0.0,0.10570505261421204,0.002889305353164673,0.036574214696884155,0.01638355851173401,0.08471125364303589,0.020792335271835327,0.1256980001926422
